,gene_id,TCGA-OR-A5J1-01A-11R-A29S-07,TCGA-OR-A5J2-01A-11R-A29S-07,TCGA-OR-A5J3-01A-11R-A29S-07,TCGA-OR-A5J5-01A-11R-A29S-07,TCGA-OR-A5J6-01A-31R-A29S-07,TCGA-OR-A5J7-01A-11R-A29S-07,TCGA-OR-A5J8-01A-11R-A29S-07,TCGA-OR-A5J9-01A-11R-A29S-07,TCGA-OR-A5JA-01A-11R-A29S-07,TCGA-OR-A5JB-01A-11R-A29S-07,TCGA-OR-A5JC-01A-11R-A29S-07,TCGA-OR-A5JD-01A-11R-A29S-07,TCGA-OR-A5JE-01A-11R-A29S-07,TCGA-OR-A5JF-01A-11R-A29S-07,TCGA-OR-A5JG-01A-11R-A29S-07,TCGA-OR-A5JI-01A-11R-A29S-07,TCGA-OR-A5JJ-01A-11R-A29S-07,TCGA-OR-A5JK-01A-11R-A29S-07,TCGA-OR-A5JL-01A-11R-A29S-07,TCGA-OR-A5JM-01A-11R-A29S-07,TCGA-OR-A5JO-01A-11R-A29S-07,TCGA-OR-A5JP-01A-11R-A29S-07,TCGA-OR-A5JQ-01A-11R-A29S-07,TCGA-OR-A5JR-01A-11R-A29S-07,TCGA-OR-A5JS-01A-11R-A29S-07,TCGA-OR-A5JT-01A-11R-A29S-07,TCGA-OR-A5JV-01A-11R-A29S-07,TCGA-OR-A5JW-01A-11R-A29S-07,TCGA-OR-A5JX-01A-11R-A29S-07,TCGA-OR-A5JY-01A-31R-A29S-07,TCGA-OR-A5JZ-01A-11R-A29S-07,TCGA-OR-A5K0-01A-11R-A29S-07,TCGA-OR-A5K1-01A-11R-A29S-07,TCGA-OR-A5K2-01A-11R-A29S-07,TCGA-OR-A5K3-01A-11R-A29S-07,TCGA-OR-A5K4-01A-11R-A29S-07,TCGA-OR-A5K5-01A-11R-A29S-07,TCGA-OR-A5K6-01A-11R-A29S-07,TCGA-OR-A5K8-01A-11R-A29S-07,TCGA-OR-A5K9-01A-11R-A29S-07,TCGA-OR-A5KO-01A-11R-A29S-07,TCGA-OR-A5KT-01A-11R-A29S-07,TCGA-OR-A5KU-01A-11R-A29S-07,TCGA-OR-A5KV-01A-11R-A29S-07,TCGA-OR-A5KW-01A-11R-A29S-07,TCGA-OR-A5KX-01A-11R-A29S-07,TCGA-OR-A5KY-01A-11R-A29S-07,TCGA-OR-A5KZ-01A-11R-A29S-07,TCGA-OR-A5L3-01A-11R-A29S-07
56,AATF|26574,1256.48,1055.7,895.867,542.215,1127.21,2128.76,1078.33,1273.91,896.934,1104.6,1150.76,994.539,1415.16,849.117,1135.03,795.56,1156.18,1127.38,700.024,1323.71,1106.83,579.271,1122.72,792.958,1021.83,979.746,872.792999999999,645.897,1221.99,1096.28,947.102999999999,1774.84,1223.93,1403.58,909.444,810.148,1909.51,1365.47,753.266,997.361,696.813,1611.75,930.666999999999,1211.34,1167.0,616.157,989.928,1029.09,1547.99
57,AATK|9625,27.8578,1081.42,93.0233,450.976,44.1497,123.145,114.422,1571.05,131.395,60.5993,32.4427,54.6117,159.502,293.851,48.905,58.2794,189.648,78.566,487.667,259.754,27.5357,696.53,50.9605,15.0235,290.788,30.321,38.9408,86.8802,195.881,249.44,12.0907,220.93,24.8429,175.34,43.9845,5.0424,342.673,341.747,68.2148,279.899,47.7976,133.911,210.054,1376.57,83.1646,95.6023,340.339,80.6061,533.482
58,ABAT|18,1580.69,1477.65,943.268,623.548,584.564,255.917,40.6133,1321.84,3428.12,52.5788,4369.59,1716.02,77.4887,542.909,422.948,5012.03,473.003,10321.1,9547.1,727.155,286.155,664.032,6690.55,14979.3,218.276,24315.1,17898.8,243.528,769.256,15.674,11380.7,200.317,17630.2,332.542,12077.6,15773.2,93.2476,246.845,4336.72,72.1196,4072.16,119.46,5617.64,1312.38,1475.36,1220.84,431.655,1489.7,411.83
59,ABCA10|10349,70.6052,9.6631,36.7353,30.2091,17.3246,30.4854,32.3249,49.2971,18.4989,4.9014,40.7125,47.9369,19.7964,59.0791,4.2993,16.6512,16.9567,30.5111,2.8189,6.8966,24.8361,63.2411,9.9532,2.8169,26.2671,6.1589,3.1153,59.2365,66.8072,16.1218,3.3585,70.296,4.1405,76.8732,16.8176,1.6808,7.8089,10.6007,33.3817,0.8795,9.3721,12.5241,95.683,13.4979,7.5604,23.9006,33.6469,75.7576,34.5982
60,ABCA1|19,319.404,1071.8,896.460000000001,310.612,800.283,328.119,2221.28,826.152,194.503,2265.79,565.522,1001.21,391.968,1302.06,175.198,4067.53,2630.52,347.704,713.178,318.534,924.335,1327.18,1293.87,488.732,879.762999999999,1169.73,377.466,1912.22,250.877,224.174,2747.25,921.776000000001,774.271000000001,320.449,292.367,499.759,131.833,1010.08,1730.04,985.928,1712.66,193.642,455.242,381.396,852.167,1124.76,1510.1,504.849,1457.59
61,ABCA11P|79963,46.2488,76.4031,28.4936,165.771,54.6618,49.4344,86.6266,200.986,60.9567,15.4662,136.101,111.948,65.7014,127.422,76.9958,151.896,148.42,128.612,110.049,143.703,56.0864,195.437,166.923,135.465,23.3777,129.774,54.4704,134.8,122.452,80.4299,86.3745,24.2125,84.2672,22.6819,149.858,82.5891,22.1911,47.9051,126.56,46.5259,54.836,14.2389,98.2097,95.3297,35.9498,73.8767,72.6198,89.7879,74.0737
62,ABCA12|26154,0.0,0.0,5.3325,0.7746,0.0,0.0,0.0,1.0199,0.5285,16.041,42.6209,0.6068,0.0,0.3861,2.1497,0.9251,0.0,30.5111,7.0472,0.0,0.5399,0.4392,0.3981,1.4085,10.7288,0.9475,1.0384,0.4388,0.0,10.7479,2.0151,1.0571,0.0,0.0,0.0,0.0,0.0,0.5048,0.0,0.4398,0.4686,0.0,2.2426,0.0,2.1601,0.0,1.7709,0.6061,0.0
63,ABCA13|154664,0.4803,0.8053,164.124,11.6189,0.0,6.418,11.1894,1.0199,273.784,0.4456,2.5445,3.6408,1.1312,634.424,45.1431,3.7003,6.6934,9.9161,234.907,0.0,0.0,0.8783,2.3888,8.4507,0.37,0.4738,10.3842,23.2558,3.2431,3.1348,8.7322,0.5285,15.7338,1.7275,40.1035,1.6808,0.4593,0.0,52.2496,0.8795,1.8744,3.8536,9.7178,0.3857,48.6027,0.0,31.876,0.0,0.0
64,ABCA17P|650655,42.2671,12.8842,31.9953,140.201,68.7394,17.2483,2.0721,23.7986,49.1543,3.1191,59.7964,62.5,6.7873,42.8613,48.905,38.8529,58.0098,36.6133,17.3831,10.3448,21.5966,57.0927,17.5177,48.3568,12.5786,100.438,78.92,43.0013,58.3752,3.1348,90.6801,39.6406,82.8097,21.5936,144.89,119.337,32.1543,25.2398,52.2496,34.7405,100.75,19.2678,67.2771,96.7991,44.8225,54.0153,20.3652,29.0909,7.8125
65,ABCA2|20,804.515,992.483999999999,3065.03,3364.06,402.377,1297.23,957.729,1443.22,538.055,1788.57,222.646,3300.36,2542.99,4028.19,1418.78,1531.91,5310.13,999.999999999999,725.863,814.655,727.266,419.411,2334.23,2339.44,1977.06,1505.63,612.149,801.667,1069.56,458.576,1319.9,3035.41,732.866,570.935,836.999,1338.48,934.313,1570.92,2399.13,1328.06,1652.76,1186.9,511.306,1979.95,1036.32,412.046,2581.96,376.364,1887.28
66,ABCA3|21,729.587,1097.97,4815.29,4017.82,863.992,816.286,112.723,378.398,2575.58,189.818,1088.42,2847.69,181.561,3551.31,941.556,4775.21,1003.57,2561.4,1603.01,329.31,339.607,812.473000000001,5154.57,14321.6,718.831,10237.6,4698.34,2062.31,1166.21,621.138,9018.3,1015.33,11851.7,438.782,3525.23,20208.3,857.602,924.281,3959.36,71.6799,3796.63,1517.34,768.455,575.395,1641.69,1133.84,1313.56,341.818,573.661
67,ABCA4|24,2.4015,6.8447,7.1101,0.0,2.7943,2.8079,50.5595,2.0399,1.0571,1.7823,1.9084,4.2476,2.2624,2.703,3.7619,5.5504,1.3387,2.2883,6.5774,3.4483,3.2395,7.0268,3.185,1.8779,0.37,7.1065,5.1921,1.3164,0.0,59.1133,2.0151,8.4567,3.3124,0.0,5.1746,5.6027,14.2398,2.524,2.9028,1.759,0.9372,7.7071,2.9901,0.3857,2.1601,1.434,0.4427,0.6061,21.2054
68,ABCA5|23461,2036.98,268.555,878.684999999999,719.597,908.142,959.487,109.407,1149.13,393.763,207.196,742.366,1005.46,1149.32,2027.22,198.307,424.607,721.553,951.945,497.534,255.172,828.77,1769.43,611.526,382.16,1301.89,414.545,214.434,1349.28,1098.1,1186.3,557.515,2548.1,359.394,2055.71,640.362,573.715,438.677,251.893,622.641,107.3,757.732,296.724,2372.64,899.73,488.187,520.554,737.133,198.788,1183.04
69,ABCA6|23460,14.4092,28.5868,19.5527,1.5492,105.624,6.8191,321.591,6.1196,2.6427,489.696,18.4478,15.1699,1.6968,31.2772,7.5238,19.4265,14.7256,13.73,10.8057,3.8793,1979.87,22.3979,23.8877,1.8779,15.5383,0.9475,3.6345,17.1128,14.2695,17.0175,3.3585,13.7421,2.4843,13.8199,6.4683,19.0491,4.5935,2.0192,15.9652,1.759,4.2174,105.973,14.9505,6.9418,6.4804,0.478,35.4178,970.303,10.0446
70,ABCA7|10347,431.316,210.978,418.901,2038.73,396.788,614.12,244.509,279.124,661.734,171.549,468.193,626.82,449.095,486.533,335.349,303.423,651.495,1258.58,233.028,738.793,327.189,36.4515,425.998,253.052,649.279,352.955,437.695,237.824,424.193,309.897,224.349,1575.58,370.988,142.518,657.18,335.601,480.937,255.931,923.076999999999,857.08,273.196,283.237,849.935,1095.26,567.571,1069.31,647.703,162.424,176.339
71,ABCA8|10351,4.3228,121.997,1368.69,982.184,5000.65,1036.1,138.417,1355.5,952.431,3.5647,596.056,1781.55,374.434,1658.85,23.6464,1094.36,416.332,381.388,841.907,169.397,6125.34,637.242,2899.17,2254.46,547.17,1585.69,993.769,1601.14,650.559,707.568,1571.12,149.049,1180.04,84.6469,217.335,1227.55,601.745,929.329,629.898,2483.73,1261.95,11174.4,1163.89,3.8565,448.225,2622.37,137.687,1664.24,584.821
72,ABCA9|10350,36.0231,40.6657,39.6978,47.2502,29.0605,14.8416,235.806,25.4985,113.636,18.7145,40.0763,43.6893,14.1403,78.3859,10.7484,39.778,26.3275,55.6827,24.4304,3.0172,305.052,68.5112,25.4802,1.4085,21.0877,4.2639,3.6345,64.9408,47.3488,14.7783,16.1209,30.6554,14.0777,70.827,32.3415,6.1629,7.8089,3.5336,43.5414,4.3975,11.7151,92.4855,97.9256,6.9418,17.821,1.912,61.9812,759.393999999999,17.8571
73,ABCB10|23456,413.064,381.694,178.936,290.473,276.075,292.82,246.581,74.1157,238.901,421.076,150.763,247.573,189.48,109.663,217.654,159.112,156.18,239.512,199.671,416.379,250.521,317.523,163.631,171.362,298.187,140.234,157.84,149.627,93.4004,243.619,184.047,331.924,108.481,163.248,103.493,197.775,146.532,255.931,103.048,108.619,328.491,321.773,152.495,99.4987,174.97,163.958,191.256,306.061,120.536
74,ABCB11|8647,0.4803,0.0,1.7775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5656,0.3861,0.5374,0.0,0.0,0.0,4.6981,0.0,1.0798,2.1959,0.0,0.4695,0.0,0.0,0.0,0.0,0.0,0.4478,0.0,0.0,0.0,2.5912,0.0,1.1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7401,8.1004,0.0,6.1981,0.0,0.0
75,ABCB1|5243,1052.35,2837.34,18921.0,213.013,3639.27,4225.83,126.399,3059.14,6033.3,23.1703,8753.17999999999,768.204,2473.98,10964.4,4599.22,6157.26,4011.16,1946.61,2196.38,5239.66,226.764,1973.65,5823.83,2527.23,6850.91,697.382,800.623,12717.0,6309.71,5192.12,1471.7,7164.9,477.812,3359.97,1490.3,350.728,2679.38,9221.1,4179.97,9228.67,7338.33,3643.55,7834.05,2985.73,11410.8,1552.58,9158.16,2598.79,2517.86
76,ABCB4|5244,363.593,5538.58,5724.78,226.956,95.5645,425.993,14.0903,817.312,285.412,6.6837,529.262,14.5631,763.575,8037.84,54.8166,115.634,3687.19,588.101,490.016,1075.43,34.5546,27.668,151.687,37.0892,492.046,24.162,60.7477,1128.13,942.436,2235.56,11.419,119.45,4.1405,1448.5,31.0479,28.5737,2820.39,5765.27,1058.06,5124.01,486.879,342.967,1134.74,259.545,542.19,14.8184,2967.57,447.879,417.411
77,ABCB5|340273,7.2046,1.6105,5.3325,0.7746,0.0,1.6045,51.3883,0.34,1082.98,0.0,0.0,180.825,1.1312,1.9307,292.893,0.9251,1.7849,0.0,4.2283,0.0,0.5399,0.0,15.527,5.6338,0.37,1.4213,367.601,0.0,0.0,4.4783,0.6717,0.0,0.0,2.5912,4855.11,11.2054,0.9187,0.0,10.1597,0.0,0.9372,16.3776,0.0,0.0,7.0204,0.0,7.969,0.0,1.1161
78,ABCB6|10058,1821.48,454.433,973.887999999999,947.544,841.538,3825.66,1039.46,1042.7,738.24,802.322,424.968,727.943,2377.84,632.814,767.158,712.461,1118.52,563.036,1127.19,1553.32,590.068,2073.47,610.16,291.244,1127.79,445.714,282.067,383.238,620.36,896.865,302.811,494.635,226.153,2407.98,705.472,345.747,1540.99,604.669,781.277,1726.2,369.578,796.908,931.624,1083.72,1006.12,1247.8,1853.52,941.473,1776.67
79,ABCB7|22,199.328,529.459,495.334,185.902,282.223,280.385,210.941,247.506,493.129,377.409,401.399,506.675,200.226,419.346,346.097,223.867,421.24,272.311,878.553,163.793,404.397,231.884,329.252,627.699,347.392,463.816,777.778,570.864,313.28,448.724,542.737,189.746,425.642,403.369,463.131,697.534,240.698,389.197,291.727,284.081,475.633,320.809,408.896,396.838,403.402,185.946,262.535,438.182,228.795
80,ABCB8|11194,917.387,1460.74,2292.4,2747.48,953.968000000001,1592.86,1040.2,2604.59,1905.92,997.661,1134.86,2038.23,884.05,5059.95,3724.3,1194.26,2381.97,1683.45,2106.18,1170.26,739.684,1884.5,1322.19,1894.37,1231.22,1481.46,1828.66,2262.83,1179.83,1159.87,670.361,1103.59,2017.25,2021.16,2523.93,978.228,1588.88,577.991,2168.36,1146.44,1090.91,1077.07,994.954,1185.11,1558.53,677.82,2960.93,1081.82,1787.95
81,ABCB9|23457,185.913,204.081,308.683,690.186,241.448,217.252,600.021,543.397,553.605,115.473,564.198,297.7,408.665,500.276,500.03,178.871,437.14,275.911,664.256,217.254,79.2326,474.985,940.618999999999,328.371,244.547,565.609,240.239,184.015,307.099,305.889,452.937,458.24,521.71,307.458,320.686,536.014,482.926,144.427,205.573,211.614,88.5052,141.696,734.382,641.412,906.445,339.555,396.139,359.261,137.388
82,ABCC10|89845,808.357,784.324,661.828,879.163,1758.72,1018.85,601.326,603.805,1314.48,437.563,1377.86,380.461,998.868999999999,423.979,284.831,581.869,365.462,582.761,1421.66,1347.41,373.081,718.489,522.345,633.333,644.099,554.305,375.909,1099.17,826.333999999999,1096.28,427.204,671.247,559.794,1212.7,580.854,406.194,778.135,597.678,624.093,852.683,1187.91,521.195,360.307,808.716,461.725,1097.04,770.338000000001,999.999999999999,831.473
83,ABCC11|85320,3.3622,2.0132,5.3325,6.9713,7.824,3.209,1.6577,4.0798,2.1142,0.8912,2.5445,4.2476,3.9593,5.4059,9.6735,7.4006,3.1236,0.7628,2.8189,6.8966,1.0798,2.635,4.7775,5.6338,6.2893,4.2639,2.5961,0.8776,6.4861,4.4783,4.0302,0.5285,1.6562,1.7275,2.5873,6.7232,2.2967,0.5048,0.0,0.4398,1.8744,6.7437,0.7475,5.3992,4.3202,0.478,3.0991,3.6364,2.2321
84,ABCC12|94160,0.0,0.0,0.0,0.0,0.0,0.0,2.0721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4094,0.0,0.0,0.4392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7475,0.0,1.6201,0.478,0.0,0.0,0.0
85,ABCC13|150000,0.0,0.0,0.0,0.0,0.0,1.2034,0.4144,0.0,0.0,0.4456,0.0,0.0,0.0,0.3861,0.0,0.0,0.4462,0.0,0.0,0.0,0.0,3.0742,0.0,0.0,0.37,0.0,1.5576,0.0,0.0,0.4478,0.0,0.0,0.0,0.0,0.0,0.0,0.9187,0.0,0.0,0.0,0.0,0.9634,0.7475,0.3857,0.0,0.0,0.4427,0.0,0.0
86,ABCC1|4363,930.355,2129.11,2451.19,2474.83,2374.02,1443.24,1485.29,2349.94,2952.96,2105.83,2356.87,1422.94,632.919,2884.45,1983.07,1097.13,1487.28,1727.69,968.757,860.776000000001,1622.45,1478.7,1357.22,2046.01,2193.49,2060.41,2109.55,1760.42,1655.26,3618.9,2147.44,1623.15,2328.61,1889.01,2046.57,3712.34,1995.41,626.956,1673.44,1512.75,1367.39,1383.43,2236.59,1341.3,3126.77,2542.07,1562.81,2100.0,766.741
87,ABCC2|1244,3.8425,4.4289,17.7751,167.312,8.3829,33.2932,36.4691,7.1396,3.1712,8.0205,199.745,24.2718,3.3937,35.9108,8.5987,33.3025,7.5859,12.2044,20.202,16.3793,73.4285,10.9794,3.9813,5.6338,11.8387,3.3164,10.9034,82.9311,64.2127,175.101,10.0756,1.5856,1.6562,0.0,5.1746,36.9777,2.2967,3.5336,26.1248,14.5119,22.0244,1.9268,34.3861,1.157,6.4804,7.6482,4.4272,2.4242,6.6964
88,ABCC3|8714,679.635,1107.64,7083.4,8491.87,268.81,3857.6,153.336,315.162,2650.11,1677.17,847.964,2545.51,3021.49,5421.37,10493.1,1882.52,274.877,218.154,1241.72,1701.29,1254.22,3784.8,1651.04,705.634,2638.55,284.259,178.608,6910.93,1718.18,3657.86,1624.18,1582.45,765.99,2334.7,117.723,369.777,643.546,9873.8,2860.67,4484.17,7148.55,6973.99,298.262,1447.36,2154.18,4658.7,6740.01,169.091,8379.46
89,ABCC4|10257,173.391,208.965,82.3582,21.6886,76.0045,54.5527,215.914,92.1346,148.52,101.147,114.504,49.1505,41.2896,108.891,117.157,63.8298,191.432,25.1716,169.603,64.6552,237.563,26.3505,77.237,140.376,50.6844,147.341,400.312,72.4002,47.3488,2.687,213.602,34.8837,122.558,41.4597,33.6352,174.243,15.1585,158.506,97.2424,291.997,43.5801,117.534,28.4059,40.8793,143.648,179.254,85.0028,365.454,3.3482
90,ABCC5|10057,1212.78,1523.55,1316.55,1792.41,738.808,2687.53,882.719,963.844,1050.74,1077.87,876.59,936.893,990.385,1058.4,597.071,351.526,1089.69,870.328,965.469,1337.5,639.8,321.915,573.704,804.695,1801.33,379.012,1866.04,1034.66,1265.45,1225.26,292.863,1080.87,596.23,980.35,503.234,408.996,1746.9,931.852999999999,851.959,987.247,2798.5,581.888,950.103,790.59,1315.51,624.761,1370.23,621.212,1305.8
91,ABCC6|368,12.0077,19.7289,11.8501,119.287,643.244,175.692,69.2085,68.676,21.6702,124.763,64.2494,130.461,26.0181,43.2474,7.5238,310.823,54.8862,22.8833,231.619,88.3621,788.276,56.6535,68.8763,150.704,307.066,174.819,19.2108,9.2146,9.7292,60.009,4.7019,130.021,373.472,35.4135,36.2225,20.1696,135.048,54.5179,13.0624,118.734,216.963,35.6455,2.2426,26.2245,5.9403,16.7304,9.2972,52.7273,64.7321
92,ABCC6P1|653190,1.4409,2.0132,2.37,82.1069,21.2366,11.6326,26.9374,38.4178,1.0571,17.8233,0.6361,18.8107,3.9593,0.7723,0.0,104.533,9.3708,0.0,0.4698,17.6724,141.458,13.1752,35.0353,46.4789,36.9959,5.2114,2.5961,0.8776,3.8917,5.8218,19.4794,3.6998,21.5305,0.8637,3.881,1.6808,37.6665,18.1726,1.4514,14.0721,53.4208,0.0,6.7277,6.1705,0.0,1.912,4.4272,1.2121,7.8125
93,ABCC6P2|730013,43.2277,19.3263,7.1101,137.878,89.9759,221.42,32.3249,46.2373,3.1712,49.4597,41.3486,40.0485,94.457,25.0989,4.8368,365.402,74.9665,67.1243,38.5248,50.431,84.2268,97.0575,59.3212,27.23,99.889,15.6343,14.5379,2.6327,15.5667,8.0609,5.3736,38.055,57.1387,92.4206,46.5718,15.6875,111.621,34.3261,1.4514,39.1381,99.344,3.8536,35.1336,16.9688,0.54,4.7801,4.87,40.0,23.4375
94,ABCC8|6833,0.0,0.0,0.5925,3.0984,0.0,0.0,0.4144,0.34,0.5285,0.4456,1.2723,6.6748,0.0,0.0,0.0,0.0,0.0,0.0,1.8793,0.0,3.2395,0.4392,0.7963,0.0,0.0,0.4738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8902,0.0,0.0,0.0,0.4686,0.9634,0.7475,4.2422,3.2402,0.0,0.8854,0.0,0.0
95,ABCC9|10060,17.7714,252.852,1196.27,86.7545,95.0056,70.5977,115.624,80.2353,136.364,32.9732,68.7023,163.228,40.724,2158.12,60.1908,320.999,55.7787,69.4127,175.711,339.655,110.143,158.981,227.73,55.8685,88.0503,88.5941,86.189,143.923,101.184,923.868999999999,187.405,3.1712,114.277,52.6884,49.1591,54.346,257.235,68.6522,139.332,88.8303,28.5848,218.69,85.2177,59.3907,95.0452,87.4761,112.894,351.515,36.8304
96,ABCD1|215,2158.02,1737.35,1624.06,3162.66,1923.03,1460.89,370.079,1466.33,2492.07,695.11,2876.59,1844.05,2131.79,2134.96,1843.34,3244.22,1824.19,2408.85,3299.04,4439.66,794.755,2869.13,2263.76,5123.94,1879.76,8286.15,3666.15,1756.47,1286.85,6555.75,4727.46,2729.92,2601.88,5271.43,2085.38,8528.4,1646.3,1745.58,2911.47,1974.49,3291.94,3128.13,1581.01,2192.06,2689.35,1151.53,1789.49,745.455,4151.79
97,ABCD2|225,134.966,733.19,30.2177,13.1681,32.4137,11.2314,22.3788,227.787,11.6279,8.0205,17.8117,123.18,13.009,266.435,37.0818,60.1295,207.497,107.552,200.611,166.379,16.1975,18.0061,107.097,102.347,56.9737,244.937,103.323,277.315,38.9168,397.671,29.555,132.664,38.9206,10.3649,72.445,77.8773,29.3983,50.4796,36.2845,232.19,7.9663,5.7803,190.619,18.897,55.083,22.4665,85.4455,83.6364,128.348
98,ABCD3|5825,719.02,748.087,1036.29,505.81,1489.35,697.954,782.428,608.905,823.467,967.361,709.288,924.15,889.14,706.246,1454.25,473.635,742.079,407.323,937.75,1278.88,886.001,2315.33,682.791,1212.68,587.865,1337.91,904.465,1046.07,671.315,3242.28,1081.44,553.383,697.258,977.759,789.133,904.273,593.937,757.193,731.495,1117.41,773.196,1011.56,696.692,1053.22,860.267,730.88,999.225,775.152,977.679
99,ABCD4|5826,717.579,333.781,1033.33,1350.89,459.939,584.837,799.42,442.994,1047.04,829.23,585.242,305.825,684.389,361.811,754.534,497.687,1074.07,355.454,1441.86,286.207,1030.7,503.294,311.735,401.409,483.537,398.91,295.431,648.091,564.942,461.711,418.472,643.235,429.783,632.261,426.908,364.174,493.339,749.117,423.803,364.556,922.212,897.88,298.262,308.137,495.207,1097.99,583.509,572.727,541.295
100,ABCE1|6059,1375.6,1202.25,953.932999999999,909.373,1047.3,826.715,1195.61,1531.95,1270.61,1119.3,1055.98,1436.89,905.543,1873.93,1569.26,1290.47,1004.91,1244.09,1554.62,1113.36,889.24,1913.48,1380.71,1400.0,924.158,1337.91,1571.65,1414.22,995.622,1062.7,744.92,936.575,743.631,759.231,834.411,1255.0,904.915,1271.58,1455.3,1849.16,1579.19,894.026999999999,1589.98,1269.96,978.533999999999,755.736,1258.66,2330.3,998.883999999999
101,ABCF1|23,1239.67,1664.88,1192.71,635.941,2224.81,2622.54,2283.05,1530.25,2621.56,1674.06,1534.99,976.942,2596.72,1117.87,1465.0,1092.51,1149.49,1066.36,3001.17,2287.5,1713.15,1502.85,1276.0,1384.04,1612.65,1459.2,1752.86,2104.87,1149.34,2524.85,1302.43,2678.65,1508.79,1343.99,1029.75,1387.22,3067.06,1406.36,689.405,1963.06,1853.8,1096.34,1360.49,1495.18,1338.73,1215.58,1043.5,2938.18,1185.27
102,ABCF2|10061,978.866,1590.79,2497.41,1848.18,1088.65,1227.04,1886.86,1698.2,1723.04,1716.83,1162.85,1609.83,785.068,1927.99,2123.87,1122.11,1958.95,1818.46,1945.03,1007.76,982.646,1347.83,1526.82,1773.24,1485.76,1962.81,2025.44,1631.86,1856.33,2100.76,1083.46,1744.71,1937.75,1020.08,1604.14,953.016000000001,1501.15,629.48,1539.91,1407.21,1189.32,1076.11,1489.07,1620.9,2554.88,860.899,1425.12,1469.7,1059.15
103,ABCF3|55324,8834.77,3333.38,2428.68,5329.98,1653.1,3792.22,1404.89,5161.92,4319.24,2021.61,8378.5,3834.34,4935.52,2683.66,3379.28,5529.14,2168.23,3382.15,3306.08,2082.76,1461.01,2598.16,4834.48,5314.08,2480.95,2591.97,3672.38,2249.23,9046.21,2435.74,4710.66,1609.94,3854.79,6563.59,4196.64,3426.6,2734.5,3018.17,2391.87,1491.64,3380.04,3591.52,2767.33,4216.35,3170.51,2766.73,4726.51,2695.76,3379.46
104,ABCG1|9619,346.302,848.342,98.3558,74.361,137.479,123.145,1187.73,939.705,202.431,2472.99,1322.52,228.762,941.742,678.83,112.32,5847.36,3717.54,591.915,359.878,118.103,328.808,3433.9,791.878,322.535,97.6693,3116.43,871.755,1889.43,184.206,109.27,3241.65,26.4271,1427.64,754.913,662.355,3480.95,173.633,373.044,754.717,549.252,372.54,625.241,584.564,983.417,984.474000000001,1668.74,1227.67,490.303,1136.16
105,ABCG2|9429,73.0067,241.981,620.352,28.66,126.861,154.833,138.831,1009.4,5.814,11.5852,104.326,263.956,74.6606,187.277,88.1365,530.99,84.3373,106.026,276.721,68.1034,45.3529,129.117,259.978,340.376,13.3185,210.826,137.072,186.047,79.7795,37.6176,61.1251,18.4989,417.361,15.5474,121.604,35.2969,6.4309,11.1055,69.6662,14.5119,50.6092,63.5838,8.2228,56.6911,82.0845,21.5105,154.067,135.151,30.1339
106,ABCG4|64137,1.4409,5.6368,6.5176,8.5205,44.1497,40.9146,8.7029,2.0399,2.6427,6.2382,1.2723,32.767,4.5249,6.1782,1.0748,3.7003,0.8925,0.0,2.8189,18.9655,10.2584,4.8309,7.5644,2.8169,12.2087,6.1589,7.269,0.8776,3.8917,2.2391,4.7019,2.6427,5.7967,0.8637,2.5873,5.0424,13.7804,2.524,1.4514,5.277,4.2174,14.4509,3.7376,68.2607,1.0801,14.8184,3.0991,6.6667,21.2054
107,ABCG5|64240,3.3622,0.8053,1.185,13.9427,2.2354,6.418,2.0721,1.3599,12.1564,0.8912,1.2723,2.4272,6.2217,3.4752,8.0613,12.0259,4.4623,0.7628,3.2887,9.4828,5.9391,28.9855,0.7963,1.8779,6.6593,0.9475,0.0,1.3164,0.0,7.6131,0.6717,0.5285,1.6562,4.3187,0.0,2.8013,2.7561,1.5144,2.9028,9.2348,2.8116,14.4509,4.4851,13.4979,5.9403,3.3461,3.5418,1.8182,6.6964
108,ABCG8|64241,0.0,2.0132,0.0,5.4222,3.912,1.2034,0.0,0.0,0.0,0.4456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981,0.0,0.37,0.0,0.0,0.0,1.2972,0.0,0.0,0.0,0.0,0.8637,0.0,0.0,0.9187,0.0,0.0,2.1988,0.0,0.9634,0.0,27.7671,0.0,0.0,0.4427,0.0,0.0
